human_ensembl,species,species_gene_id,source
ENSG00000135932,Drosophila melanogaster,FBgn0017572,babelgene
ENSG00000102547,Drosophila melanogaster,FBgn0017572,babelgene
ENSG00000134508,Drosophila melanogaster,FBgn0027581,babelgene
ENSG00000149679,Drosophila melanogaster,FBgn0027581,babelgene
ENSG00000160325,Drosophila melanogaster,FBgn0261722,babelgene
ENSG00000158966,Drosophila melanogaster,FBgn0034498,babelgene
ENSG00000141837,Drosophila melanogaster,FBgn0263111,babelgene
ENSG00000148408,Drosophila melanogaster,FBgn0263111,babelgene
ENSG00000151067,Drosophila melanogaster,FBgn0001991,babelgene
ENSG00000157388,Drosophila melanogaster,FBgn0001991,babelgene
ENSG00000198216,Drosophila melanogaster,FBgn0263111,babelgene
ENSG00000102001,Drosophila melanogaster,FBgn0001991,babelgene
ENSG00000006283,Drosophila melanogaster,FBgn0264386,babelgene
ENSG00000196557,Drosophila melanogaster,FBgn0264386,babelgene
ENSG00000100346,Drosophila melanogaster,FBgn0264386,babelgene
ENSG00000081248,Drosophila melanogaster,FBgn0001991,babelgene
ENSG00000153956,Drosophila melanogaster,FBgn0261999,babelgene
ENSG00000153956,Drosophila melanogaster,FBgn0261041,babelgene
ENSG00000007402,Drosophila melanogaster,FBgn0261999,babelgene
ENSG00000007402,Drosophila melanogaster,FBgn0261041,babelgene
ENSG00000157445,Drosophila melanogaster,FBgn0261041,babelgene
ENSG00000151062,Drosophila melanogaster,FBgn0028863,babelgene
ENSG00000151062,Drosophila melanogaster,FBgn0261041,babelgene
ENSG00000067191,Drosophila melanogaster,FBgn0259822,babelgene
ENSG00000165995,Drosophila melanogaster,FBgn0259822,babelgene
ENSG00000182389,Drosophila melanogaster,FBgn0259822,babelgene
ENSG00000166862,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000006116,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000075461,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000075429,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000105605,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000142408,Drosophila melanogaster,FBgn0064123,babelgene
ENSG00000105298,Drosophila melanogaster,FBgn0031114,babelgene
ENSG00000116161,Drosophila melanogaster,FBgn0029882,babelgene
ENSG00000084774,Drosophila melanogaster,FBgn0003189,babelgene
ENSG00000163618,Drosophila melanogaster,FBgn0053653,babelgene
ENSG00000081803,Drosophila melanogaster,FBgn0053653,babelgene
ENSG00000104327,Drosophila melanogaster,FBgn0004580,babelgene
ENSG00000172137,Drosophila melanogaster,FBgn0004580,babelgene
ENSG00000004948,Drosophila melanogaster,FBgn0052843,babelgene
ENSG00000004948,Drosophila melanogaster,FBgn0030437,babelgene
ENSG00000064989,Drosophila melanogaster,FBgn0052843,babelgene
ENSG00000198668,Drosophila melanogaster,FBgn0000253,babelgene
ENSG00000143933,Drosophila melanogaster,FBgn0033238,babelgene
ENSG00000143933,Drosophila melanogaster,FBgn0000253,babelgene
ENSG00000143933,Drosophila melanogaster,FBgn0051960,babelgene
ENSG00000160014,Drosophila melanogaster,FBgn0000253,babelgene
ENSG00000178363,Drosophila melanogaster,FBgn0033238,babelgene
ENSG00000178363,Drosophila melanogaster,FBgn0000253,babelgene
ENSG00000178363,Drosophila melanogaster,FBgn0051960,babelgene
ENSG00000129007,Drosophila melanogaster,FBgn0038830,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0000253,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0034774,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0039374,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0050378,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0039373,babelgene
ENSG00000178372,Drosophila melanogaster,FBgn0004910,babelgene
ENSG00000169885,Drosophila melanogaster,FBgn0004910,babelgene
ENSG00000169885,Drosophila melanogaster,FBgn0033027,babelgene
ENSG00000179218,Drosophila melanogaster,FBgn0005585,babelgene
ENSG00000269058,Drosophila melanogaster,FBgn0005585,babelgene
ENSG00000128595,Drosophila melanogaster,FBgn0025682,babelgene
ENSG00000134072,Drosophila melanogaster,FBgn0016126,babelgene
ENSG00000183049,Drosophila melanogaster,FBgn0016126,babelgene
ENSG00000008118,Drosophila melanogaster,FBgn0016126,babelgene
ENSG00000070808,Drosophila melanogaster,FBgn0264607,babelgene
ENSG00000058404,Drosophila melanogaster,FBgn0264607,babelgene
ENSG00000145349,Drosophila melanogaster,FBgn0264607,babelgene
ENSG00000148660,Drosophila melanogaster,FBgn0264607,babelgene
ENSG00000004660,Drosophila melanogaster,FBgn0040056,babelgene
ENSG00000110931,Drosophila melanogaster,FBgn0040056,babelgene
ENSG00000143919,Drosophila melanogaster,FBgn0032857,babelgene
ENSG00000164076,Drosophila melanogaster,FBgn0016126,babelgene
ENSG00000130559,Drosophila melanogaster,FBgn0263197,babelgene
ENSG00000118200,Drosophila melanogaster,FBgn0263197,babelgene
ENSG00000076826,Drosophila melanogaster,FBgn0263197,babelgene
ENSG00000171735,Drosophila melanogaster,FBgn0287478,babelgene
ENSG00000108509,Drosophila melanogaster,FBgn0287478,babelgene
ENSG00000111530,Drosophila melanogaster,FBgn0027568,babelgene
ENSG00000144712,Drosophila melanogaster,FBgn0027568,babelgene
ENSG00000171302,Drosophila melanogaster,FBgn0037900,babelgene
ENSG00000127022,Drosophila melanogaster,FBgn0030377,babelgene
ENSG00000131236,Drosophila melanogaster,FBgn0261458,babelgene
ENSG00000112186,Drosophila melanogaster,FBgn0261458,babelgene
ENSG00000042493,Drosophila melanogaster,FBgn0010225,babelgene
ENSG00000042493,Drosophila melanogaster,FBgn0003187,babelgene
ENSG00000014216,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000142330,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000142330,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000142330,Drosophila melanogaster,FBgn0260450,babelgene
ENSG00000137225,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000137225,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000182472,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000182472,Drosophila melanogaster,FBgn0260450,babelgene
ENSG00000162949,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000214711,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000214711,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000103326,Drosophila melanogaster,FBgn0003464,babelgene
ENSG00000162909,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000162909,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000092529,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000092529,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000203697,Drosophila melanogaster,FBgn0025866,babelgene
ENSG00000135773,Drosophila melanogaster,FBgn0012051,babelgene
ENSG00000135387,Drosophila melanogaster,FBgn0042134,babelgene
ENSG00000110888,Drosophila melanogaster,FBgn0042134,babelgene
ENSG00000105519,Drosophila melanogaster,FBgn0038088,babelgene
ENSG00000105519,Drosophila melanogaster,FBgn0051345,babelgene
ENSG00000152611,Drosophila melanogaster,FBgn0051345,babelgene
ENSG00000116489,Drosophila melanogaster,FBgn0034577,babelgene
ENSG00000198898,Drosophila melanogaster,FBgn0034577,babelgene
ENSG00000077549,Drosophila melanogaster,FBgn0011570,babelgene
ENSG00000153048,Drosophila melanogaster,FBgn0036661,babelgene
ENSG00000142453,Drosophila melanogaster,FBgn0037770,babelgene
ENSG00000079691,Drosophila melanogaster,FBgn0033212,babelgene
ENSG00000159753,Drosophila melanogaster,FBgn0033212,babelgene
ENSG00000186648,Drosophila melanogaster,FBgn0033212,babelgene
ENSG00000156017,Drosophila melanogaster,FBgn0023522,babelgene
ENSG00000110619,Drosophila melanogaster,FBgn0027091,babelgene
ENSG00000134905,Drosophila melanogaster,FBgn0033900,babelgene
ENSG00000108349,Drosophila melanogaster,FBgn0045862,babelgene
ENSG00000127995,Drosophila melanogaster,FBgn0029685,babelgene
ENSG00000147044,Drosophila melanogaster,FBgn0013759,babelgene
ENSG00000137752,Drosophila melanogaster,FBgn0026404,babelgene
ENSG00000003400,Drosophila melanogaster,FBgn0020381,babelgene
ENSG00000204403,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000106144,Drosophila melanogaster,FBgn0026404,babelgene
ENSG00000164305,Drosophila melanogaster,FBgn0010501,babelgene
ENSG00000196954,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000196954,Drosophila melanogaster,FBgn0026404,babelgene
ENSG00000137757,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000137757,Drosophila melanogaster,FBgn0026404,babelgene
ENSG00000138794,Drosophila melanogaster,FBgn0010501,babelgene
ENSG00000138794,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000138794,Drosophila melanogaster,FBgn0019972,babelgene
ENSG00000165806,Drosophila melanogaster,FBgn0019972,babelgene
ENSG00000064012,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000132906,Drosophila melanogaster,FBgn0028381,babelgene
ENSG00000132906,Drosophila melanogaster,FBgn0026404,babelgene
ENSG00000087589,Drosophila melanogaster,FBgn0035101,babelgene
ENSG00000130940,Drosophila melanogaster,FBgn0004878,babelgene
ENSG00000121691,Drosophila melanogaster,FBgn0000261,babelgene
ENSG00000121691,Drosophila melanogaster,FBgn0032061,babelgene
ENSG00000158428,Drosophila melanogaster,FBgn0028903,babelgene
ENSG00000078699,Drosophila melanogaster,FBgn0005636,babelgene
ENSG00000129993,Drosophila melanogaster,FBgn0005636,babelgene
ENSG00000067955,Drosophila melanogaster,FBgn0013753,babelgene
ENSG00000067955,Drosophila melanogaster,FBgn0013755,babelgene
ENSG00000110395,Drosophila melanogaster,FBgn0020224,babelgene
ENSG00000142273,Drosophila melanogaster,FBgn0020224,babelgene
ENSG00000134812,Drosophila melanogaster,FBgn0029708,babelgene
ENSG00000105879,Drosophila melanogaster,FBgn0032812,babelgene
ENSG00000160200,Drosophila melanogaster,FBgn0031148,babelgene
ENSG00000274276,Drosophila melanogaster,FBgn0031148,babelgene
ENSG00000108468,Drosophila melanogaster,FBgn0030082,babelgene
ENSG00000108468,Drosophila melanogaster,FBgn0039019,babelgene
ENSG00000108468,Drosophila melanogaster,FBgn0003607,babelgene
ENSG00000122565,Drosophila melanogaster,FBgn0030082,babelgene
ENSG00000122565,Drosophila melanogaster,FBgn0039019,babelgene
ENSG00000141582,Drosophila melanogaster,FBgn0003042,babelgene
ENSG00000094916,Drosophila melanogaster,FBgn0030082,babelgene
ENSG00000183741,Drosophila melanogaster,FBgn0003042,babelgene
ENSG00000100307,Drosophila melanogaster,FBgn0003042,babelgene
ENSG00000141570,Drosophila melanogaster,FBgn0003042,babelgene
ENSG00000100211,Drosophila melanogaster,FBgn0067317,babelgene
ENSG00000132024,Drosophila melanogaster,FBgn0261983,babelgene
ENSG00000154222,Drosophila melanogaster,FBgn0261983,babelgene
ENSG00000048342,Drosophila melanogaster,FBgn0263113,babelgene
ENSG00000188649,Drosophila melanogaster,FBgn0263113,babelgene
ENSG00000135736,Drosophila melanogaster,FBgn0051638,babelgene
ENSG00000150636,Drosophila melanogaster,FBgn0051638,babelgene
ENSG00000103021,Drosophila melanogaster,FBgn0031235,babelgene
ENSG00000136710,Drosophila melanogaster,FBgn0037340,babelgene
ENSG00000160799,Drosophila melanogaster,FBgn0039732,babelgene
ENSG00000007080,Drosophila melanogaster,FBgn0038675,babelgene
ENSG00000244607,Drosophila melanogaster,FBgn0036652,babelgene
ENSG00000128596,Drosophila melanogaster,FBgn0040011,babelgene
ENSG00000185298,Drosophila melanogaster,FBgn0030851,babelgene
ENSG00000135637,Drosophila melanogaster,FBgn0039009,babelgene
ENSG00000135205,Drosophila melanogaster,FBgn0039490,babelgene
ENSG00000135205,Drosophila melanogaster,FBgn0039491,babelgene
ENSG00000181982,Drosophila melanogaster,FBgn0038330,babelgene
ENSG00000120262,Drosophila melanogaster,FBgn0263079,babelgene
ENSG00000154781,Drosophila melanogaster,FBgn0038583,babelgene
ENSG00000165813,Drosophila melanogaster,FBgn0036614,babelgene
ENSG00000163617,Drosophila melanogaster,FBgn0031496,babelgene
ENSG00000101997,Drosophila melanogaster,FBgn0036671,babelgene
ENSG00000147419,Drosophila melanogaster,FBgn0029929,babelgene
ENSG00000024862,Drosophila melanogaster,FBgn0031395,babelgene
ENSG00000160050,Drosophila melanogaster,FBgn0031395,babelgene
ENSG00000128891,Drosophila melanogaster,FBgn0260759,babelgene
ENSG00000109881,Drosophila melanogaster,FBgn0031722,babelgene
ENSG00000109881,Drosophila melanogaster,FBgn0031724,babelgene
ENSG00000109881,Drosophila melanogaster,FBgn0031723,babelgene
ENSG00000284862,Drosophila melanogaster,FBgn0037276,babelgene
ENSG00000141519,Drosophila melanogaster,FBgn0262123,babelgene
ENSG00000161973,Drosophila melanogaster,FBgn0032768,babelgene
ENSG00000180329,Drosophila melanogaster,FBgn0032101,babelgene
ENSG00000108588,Drosophila melanogaster,FBgn0031544,babelgene
ENSG00000152492,Drosophila melanogaster,FBgn0032681,babelgene
ENSG00000108091,Drosophila melanogaster,FBgn0036685,babelgene
ENSG00000173093,Drosophila melanogaster,FBgn0038452,babelgene
ENSG00000139537,Drosophila melanogaster,FBgn0050259,babelgene
ENSG00000180376,Drosophila melanogaster,FBgn0037014,babelgene
ENSG00000149231,Drosophila melanogaster,FBgn0036958,babelgene
ENSG00000055813,Drosophila melanogaster,FBgn0031488,babelgene
ENSG00000175602,Drosophila melanogaster,FBgn0031488,babelgene
ENSG00000205476,Drosophila melanogaster,FBgn0031488,babelgene
ENSG00000110104,Drosophila melanogaster,FBgn0031040,babelgene
ENSG00000115355,Drosophila melanogaster,FBgn0283724,babelgene
ENSG00000168071,Drosophila melanogaster,FBgn0283724,babelgene
ENSG00000015133,Drosophila melanogaster,FBgn0283724,babelgene
ENSG00000125633,Drosophila melanogaster,FBgn0025519,babelgene
ENSG00000142039,Drosophila melanogaster,FBgn0032017,babelgene
ENSG00000163394,Drosophila melanogaster,FBgn0259231,babelgene
ENSG00000163394,Drosophila melanogaster,FBgn0030954,babelgene
ENSG00000110148,Drosophila melanogaster,FBgn0259231,babelgene
ENSG00000142871,Drosophila melanogaster,FBgn0052183,babelgene
ENSG00000118523,Drosophila melanogaster,FBgn0052183,babelgene
ENSG00000136999,Drosophila melanogaster,FBgn0052183,babelgene
ENSG00000104415,Drosophila melanogaster,FBgn0052183,babelgene
ENSG00000064205,Drosophila melanogaster,FBgn0052183,babelgene
ENSG00000133101,Drosophila melanogaster,FBgn0000404,babelgene
ENSG00000145386,Drosophila melanogaster,FBgn0000404,babelgene
ENSG00000134057,Drosophila melanogaster,FBgn0000405,babelgene
ENSG00000157456,Drosophila melanogaster,FBgn0000405,babelgene
ENSG00000147082,Drosophila melanogaster,FBgn0015625,babelgene
ENSG00000112237,Drosophila melanogaster,FBgn0004597,babelgene
ENSG00000110092,Drosophila melanogaster,FBgn0010315,babelgene
ENSG00000118971,Drosophila melanogaster,FBgn0010315,babelgene
ENSG00000112576,Drosophila melanogaster,FBgn0010315,babelgene
ENSG00000105173,Drosophila melanogaster,FBgn0010382,babelgene
ENSG00000175305,Drosophila melanogaster,FBgn0010382,babelgene
ENSG00000113328,Drosophila melanogaster,FBgn0039858,babelgene
ENSG00000138764,Drosophila melanogaster,FBgn0039858,babelgene
ENSG00000134480,Drosophila melanogaster,FBgn0022936,babelgene
ENSG00000118816,Drosophila melanogaster,FBgn0039858,babelgene
ENSG00000205089,Drosophila melanogaster,FBgn0039858,babelgene
ENSG00000135083,Drosophila melanogaster,FBgn0010317,babelgene
ENSG00000090061,Drosophila melanogaster,FBgn0025674,babelgene
ENSG00000163660,Drosophila melanogaster,FBgn0040394,babelgene
ENSG00000221978,Drosophila melanogaster,FBgn0040394,babelgene
ENSG00000262919,Drosophila melanogaster,FBgn0264816,babelgene
ENSG00000129315,Drosophila melanogaster,FBgn0025455,babelgene
ENSG00000082258,Drosophila melanogaster,FBgn0025455,babelgene
ENSG00000108100,Drosophila melanogaster,FBgn0032378,babelgene
ENSG00000163249,Drosophila melanogaster,FBgn0032378,babelgene
ENSG00000103540,Drosophila melanogaster,FBgn0031191,babelgene
ENSG00000173992,Drosophila melanogaster,FBgn0010531,babelgene
ENSG00000166226,Drosophila melanogaster,FBgn0030086,babelgene
ENSG00000163468,Drosophila melanogaster,FBgn0015019,babelgene
ENSG00000115484,Drosophila melanogaster,FBgn0032444,babelgene
ENSG00000150753,Drosophila melanogaster,FBgn0010621,babelgene
ENSG00000146731,Drosophila melanogaster,FBgn0027329,babelgene
ENSG00000132141,Drosophila melanogaster,FBgn0027329,babelgene
ENSG00000135624,Drosophila melanogaster,FBgn0037632,babelgene
ENSG00000156261,Drosophila melanogaster,FBgn0284436,babelgene
ENSG00000122674,Drosophila melanogaster,FBgn0035470,babelgene
ENSG00000146574,Drosophila melanogaster,FBgn0035470,babelgene
ENSG00000156535,Drosophila melanogaster,FBgn0041181,babelgene
ENSG00000177697,Drosophila melanogaster,FBgn0036769,babelgene
ENSG00000135535,Drosophila melanogaster,FBgn0045823,babelgene
ENSG00000174950,Drosophila melanogaster,FBgn0045823,babelgene
ENSG00000134061,Drosophila melanogaster,FBgn0034476,babelgene
ENSG00000198087,Drosophila melanogaster,FBgn0027598,babelgene
ENSG00000169217,Drosophila melanogaster,FBgn0032250,babelgene
ENSG00000135218,Drosophila melanogaster,FBgn0035815,babelgene
ENSG00000104894,Drosophila melanogaster,FBgn0035936,babelgene
ENSG00000135404,Drosophila melanogaster,FBgn0032943,babelgene
ENSG00000135404,Drosophila melanogaster,FBgn0033629,babelgene
ENSG00000129226,Drosophila melanogaster,FBgn0032949,babelgene
ENSG00000085117,Drosophila melanogaster,FBgn0035936,babelgene
ENSG00000158825,Drosophila melanogaster,FBgn0032002,babelgene
ENSG00000140326,Drosophila melanogaster,FBgn0024510,babelgene
ENSG00000079335,Drosophila melanogaster,FBgn0031952,babelgene
ENSG00000081377,Drosophila melanogaster,FBgn0031952,babelgene
ENSG00000130177,Drosophila melanogaster,FBgn0025781,babelgene
ENSG00000117399,Drosophila melanogaster,FBgn0001086,babelgene
ENSG00000164287,Drosophila melanogaster,FBgn0001086,babelgene
ENSG00000094880,Drosophila melanogaster,FBgn0051687,babelgene
ENSG00000164045,Drosophila melanogaster,FBgn0003525,babelgene
ENSG00000164045,Drosophila melanogaster,FBgn0002673,babelgene
ENSG00000101224,Drosophila melanogaster,FBgn0003525,babelgene
ENSG00000158402,Drosophila melanogaster,FBgn0003525,babelgene
ENSG00000158402,Drosophila melanogaster,FBgn0002673,babelgene
ENSG00000004897,Drosophila melanogaster,FBgn0012058,babelgene
ENSG00000099804,Drosophila melanogaster,FBgn0036516,babelgene
ENSG00000105401,Drosophila melanogaster,FBgn0011573,babelgene
ENSG00000106993,Drosophila melanogaster,FBgn0011573,babelgene
ENSG00000168438,Drosophila melanogaster,FBgn0038927,babelgene
ENSG00000070831,Drosophila melanogaster,FBgn0010341,babelgene
ENSG00000143776,Drosophila melanogaster,FBgn0023081,babelgene
ENSG00000198752,Drosophila melanogaster,FBgn0023081,babelgene
ENSG00000171219,Drosophila melanogaster,FBgn0023081,babelgene
ENSG00000197622,Drosophila melanogaster,FBgn0044823,babelgene
ENSG00000158985,Drosophila melanogaster,FBgn0044823,babelgene
ENSG00000093009,Drosophila melanogaster,FBgn0026143,babelgene
ENSG00000096401,Drosophila melanogaster,FBgn0265574,babelgene
ENSG00000094804,Drosophila melanogaster,FBgn0035918,babelgene
ENSG00000097046,Drosophila melanogaster,FBgn0032677,babelgene
ENSG00000134371,Drosophila melanogaster,FBgn0037657,babelgene
ENSG00000111665,Drosophila melanogaster,FBgn0027949,babelgene
ENSG00000170779,Drosophila melanogaster,FBgn0040071,babelgene
