gene_id,symbol,og_id,human_ortholog
AT5G46620,,671893at2759,
AT5G46630,AP2M,544131at2759,ENSG00000221838.10|ENSG00000129354.12|ENSG00000072958.9|ENSG00000161203;ENSG00000161203.14|ENSG00000161203.14|ENSG00000221838.10|ENSG00000072958.9|ENSG00000129354.12
AT5G46680,,752037at2759,
AT5G46700,TET1|TRN2,110816at2759,
AT5G46710,,260696at2759,
AT5G46730,,347772at2759,
AT5G46770,,548455at2759,
AT5G46780,,190384at2759,
AT5G46795,MSP2,227857at2759,
AT5G46800,BOU,4811278at2759,
AT5G46850,,604241at2759,
AT5G46860,ATSYP22|ATVAM3|SGR3|SYP22|VAM3,530213at2759,
AT5G46871,,302614at2759,
AT5G46900,,335044at2759,
AT5G46920,,610771at2759,
AT5G47000,,640662at2759,
AT5G47010,ATUPF1|LBA1|UPF1,804134at2759,ENSG00000132740.10|ENSG00000005007.14|ENSG00000132740.10
AT5G47030,,796467at2759,ENSG00000099624.8|ENSG00000099624.8
AT5G47040,APEM10|LON2,2228772at2759,ENSG00000102910.14|ENSG00000196365.12|ENSG00000102910.14|ENSG00000196365.12
AT5G47060,,518422at2759,
AT5G47080,CKB1,420262at2759,ENSG00000204435.15;ENSG00000206406.9;ENSG00000224398.7;ENSG00000224774.7;ENSG00000228875.8;ENSG00000230700.11;ENSG00000232960.12;ENSG00000258543.8;ENSG00000258589.8;ENSG00000263020.6|ENSG00000204435.15;ENSG00000206406.9;ENSG00000224398.7;ENSG00000224774.7;ENSG00000228875.8;ENSG00000230700.11;ENSG00000232960.12
AT5G47100,ATCBL9|CBL9,4925035at2759,ENSG00000187446.12|ENSG00000166869.3|ENSG00000187446.12|ENSG00000166869.3
AT5G47110,LIL3:2,749346at2759,
AT5G47180,,539103at2759,
AT5G47200,ATRAB1A|ATRABD2B|RAB1A,794814at2759,ENSG00000169213.7|ENSG00000188060.8|ENSG00000139998.16|ENSG00000103769.10|ENSG00000166128.13|ENSG00000069974.17|ENSG00000104388.15|ENSG00000111540.16|ENSG00000129472.15|ENSG00000108774.15|ENSG00000119396.12|ENSG00000099246.18|ENSG00000132698.15|ENSG00000143545.10|ENSG00000124209.4|ENSG00000179331.3|ENSG00000111737.12|ENSG00000084733.11|ENSG00000206418.5|ENSG00000168461.13|ENSG00000137502.10|ENSG00000144566.11|ENSG00000174903.16|ENSG00000152932.8|ENSG00000041353.10|ENSG00000168118.12|ENSG00000138069.18|ENSG00000172794.20|ENSG00000167964.13|ENSG00000146955.11|ENSG00000169228.14|ENSG00000105514.8|ENSG00000167578.18|ENSG00000105649.10|ENSG00000167461.12|ENSG00000172780.17|ENSG00000155961.5|ENSG00000185236.12|ENSG00000132698.15|ENSG00000188060.8|ENSG00000169213.7|ENSG00000143545.10|ENSG00000168118.12|ENSG00000138069.18|ENSG00000084733.11|ENSG00000144566.11|ENSG00000169228.14|ENSG00000152932.8|ENSG00000146955.11|ENSG00000104388.15|ENSG00000119396.12|ENSG00000099246.18|ENSG00000174903.16|ENSG00000137502.10|ENSG00000179331.3|ENSG00000111737.12|ENSG00000139998.16|ENSG00000129472.15|ENSG00000069974.17|ENSG00000103769.10|ENSG00000166128.13|ENSG00000167964.13|ENSG00000172794.20|ENSG00000108774.15|ENSG00000041353.10|ENSG00000168461.13|ENSG00000206418.5|ENSG00000105514.8|ENSG00000185236.12|ENSG00000167461.12|ENSG00000105649.10|ENSG00000167578.18|ENSG00000124209.4|ENSG00000155961.5
AT5G47210,,694091at2759,
AT5G47220,ATERF-2|ATERF2|ERF2,654385at2759,
AT5G47240,atnudt8|NUDT8|NUDX8,530886at2759,ENSG00000112874.10|ENSG00000112874.10
AT5G47310,,588644at2759,
AT5G47320,RPS19|uS19m,5001258at2759,
AT5G47370,HAT2,331764at2759,
AT5G47380,,221929at2759,
AT5G47390,KUA1|MYBH,770066at2759,
AT5G47435,,533789at2759,
AT5G47440,FL6,229328at2759,
AT5G47450,ATTIP2;3|DELTA-TIP3|TIP2;3,4819616at2759,
AT5G47570,,787506at2759,
AT5G47635,,183602at2759,
AT5G47640,NF-YB2,5000271at2759,
AT5G47670,L1L|NF-YB6,230910at2759,
AT5G47720,AACT1,1781939at2759,
AT5G47730,,4813329at2759,
AT5G47820,FRA1,4684012at2759,ENSG00000165115.15|ENSG00000166813.17|ENSG00000166813.17
AT5G47880,AteRF1-1|ERF1-1,5000051at2759,ENSG00000120705.13|ENSG00000120705.13
AT5G47890,,584526at2759,ENSG00000131495.9|ENSG00000131495.9
AT5G47960,ATRABA4C|RABA4C|SMG1,35153at2759,
AT5G48030,GFA2,5003508at2759,
AT5G48040,,537710at2759,
AT5G48170,SLY2|SNE,273382at2759,
AT5G48220,,542480at2759,
AT5G48250,BBX8,511633at2759,
AT5G48360,FH9,340469at2759,
AT5G48380,BIR1,719076at2759,
AT5G48470,PRDA1,637982at2759,
AT5G48480,,671421at2759,
AT5G48545,HINT3,663696at2759,ENSG00000189283.10|ENSG00000189283.10
AT5G48580,FKBP15-2,5005612at2759,ENSG00000173486.14
AT5G48590,,678647at2759,
AT5G48630,CYCLINC1-2,2462411at2759,ENSG00000112237.13|ENSG00000112237.13
AT5G48640,CYCLINC1-1,2462411at2759,ENSG00000112237.13|ENSG00000112237.13
AT5G48650,AtG3BP1|G3BP-like,4145474at2759,ENSG00000063046.18|ENSG00000063046.18
AT5G48660,,659573at2759,
AT5G48690,,4823135at2759,
AT5G48720,XRI|XRI1,600396at2759,
AT5G48730,,623294at2759,
AT5G48740,,609966at2759,
AT5G48750,,633692at2759,
AT5G48760,uL13w,669963at2759,ENSG00000142541.18|ENSG00000142541.18|ENSG00000142541.18
AT5G48790,,801740at2759,
AT5G48800,,588513at2759,
AT5G48810,ATB5-B|ATCB5-D|B5|CB5-D|CYTB5-B,667223at2759,
AT5G48820,ICK6|KRP3,231637at2759,
AT5G48850,ATSDI1|SDI1,609859at2759,
AT5G48870,AtLSM5|AtSAD1|LSM5|SAD1,4999013at2759,ENSG00000106355.10|ENSG00000106355.10
AT5G48880,KAT5|PKT1|PKT2,537735at2759,
AT5G48940,RGFR2|RGI2,643341at2759,
AT5G48970,,4747719at2759,ENSG00000122912.15|ENSG00000181035.14|ENSG00000122912.15|ENSG00000181035.14
AT5G49010,EMB2812|SLD5,4900375at2759,ENSG00000147536.12|ENSG00000147536.12
AT5G49220,,656798at2759,
AT5G49230,AtDIL9-7|HRB1,634242at2759,
AT5G49270,COBL9|DER9|MRH4|SHV2,703086at2759,
AT5G49300,GATA16,5019891at2759,
AT5G49400,,3517649at2759,ENSG00000155329.12|ENSG00000155329.12
AT5G49450,AtbZIP1|bZIP1,173376at2759,
AT5G49460,ACLB-2,4807349at2759,ENSG00000131473.17
AT5G49470,RAF10,60460at2759,
AT5G49510,PFD3,4999981at2759,ENSG00000155959.12
AT5G49540,,4880689at2759,
AT5G49600,SVB6,286484at2759,
AT5G49620,AtMYB78|MYB78,311215at2759,
AT5G49630,AAP6,635728at2759,
AT5G49690,UGT91C1,426928at2759,
AT5G49700,AHL17,681493at2759,
AT5G49710,,92096at2759,
AT5G49720,ATGH9A1|DEC|GH9A1|IRX2|KOR|KOR1|RSW2|TSD1,91193at2759,
AT5G49760,CARD1|HPCA1,624670at2759,
AT5G49810,MMT,516099at2759,
AT5G49820,RUS6,319158at2759,
AT5G49840,,712115at2759,
AT5G49860,,327555at2759,
AT5G49960,DMI1,5004182at2759,
AT5G49990,,227017at2759,
AT5G50000,CBC2,4908378at2759,ENSG00000148053.18|ENSG00000198400.14|ENSG00000140538.17|ENSG00000148053.18|ENSG00000140538.17
AT5G50020,PAT9,4935827at2759,
AT5G50060,,52969at2759,
AT5G50090,,660672at2759,
AT5G50120,,3051001at2759,ENSG00000109670.17|ENSG00000072803.18|ENSG00000166167.18|ENSG00000140395.9|ENSG00000109670.17|ENSG00000072803.18|ENSG00000166167.18|ENSG00000140395.9
AT5G50180,,594030at2759,
AT5G50210,OLD5|QS|SUFE3,4805746at2759,
AT5G50290,,419660at2759,
AT5G50320,AtELP3|EAST1|ELO3|ELP3|HAC8|HAG3,3542375at2759,ENSG00000134014.18|ENSG00000134014.18
AT5G50330,,4999849at2759,ENSG00000063761.16|ENSG00000173137.12;ENSG00000285451.2|ENSG00000063761.16
AT5G50335,,684213at2759,
AT5G50375,CPI1,5012900at2759,
AT5G50400,ATPAP27|PAP27,5014320at2759,
AT5G50410,,627600at2759,
AT5G50420,DSA1,106063at2759,
AT5G50423,,329553at2759,
AT5G50443,,343221at2759,
AT5G50720,ATHVA22E|HVA22E,4923491at2759,ENSG00000168476.12|ENSG00000165476.14|ENSG00000168476.12|ENSG00000165476.14
AT5G50760,SAUR55,679417at2759,
AT5G50800,AtSWEET13|RPG2|SWEET13,4750521at2759,
AT5G50810,TIM8,4877254at2759,ENSG00000099800.8|ENSG00000099800.8
AT5G50850,MAB1,4836422at2759,ENSG00000168291.13|ENSG00000168291.13
AT5G50870,UBC27,2391141at2759,ENSG00000078140.14|ENSG00000078140.14
AT5G50920,ATHSP93-V|CLPC|CLPC1|DCA1|HSP93-V,3459473at2759,ENSG00000162129.15|ENSG00000173085.15|ENSG00000173085.15|ENSG00000162129.15
AT5G50960,ATNBP35|NBP35,4982678at2759,ENSG00000103274.11|ENSG00000095906.17|ENSG00000103274.11|ENSG00000095906.17
AT5G51020,CAA33|CRL,215073at2759,
AT5G51030,,603206at2759,
AT5G51060,ATRBOHC|RBOHC|RHD2,792806at2759,
AT5G51110,ATP1|RAF2|SDIRIP1,5006847at2759,
AT5G51130,,5005826at2759,ENSG00000146834.15|ENSG00000146834.15
AT5G51140,RLUA6,555546at2759,
AT5G51170,AtUSB1,2497455at2759,
AT5G51210,OLEO3,679774at2759,
AT5G51230,AtEMF2|CYR1|EMF2|VEF2,592753at2759,
AT5G51260,,4805264at2759,
AT5G51270,PUB53,642545at2759,
AT5G51280,,646994at2759,ENSG00000183258.12|ENSG00000183258.12
AT5G51340,SCC4,804181at2759,
AT5G51430,COG7|EYE,5016767at2759,ENSG00000168434.13|ENSG00000168434.13
AT5G51440,HSP23.5,546483at2759,
AT5G51460,ATTPPA|TPPA,5000721at2759,
AT5G51510,,788346at2759,
AT5G51540,AtOCT1,4824004at2759,ENSG00000123213.23|ENSG00000172009.15|ENSG00000123213.23|ENSG00000027001.10|ENSG00000172009.15
AT5G51545,LPA2,687512at2759,
AT5G51550,EXL3,2664514at2759,
AT5G51560,,630590at2759,
AT5G51570,HIR3,2663474at2759,
AT5G51600,ATMAP65-3|MAP65-3|PLE,793218at2759,
AT5G51620,,321756at2759,
AT5G51660,ATCPSF160|CPSF160,5001350at2759,ENSG00000071894.17;ENSG00000285049.2|ENSG00000071894.17;ENSG00000285049.2
AT5G51670,,64835at2759,
AT5G51700,ATRAR1|PBS2|RAR1|RPR2,4191459at2759,ENSG00000110172.12;ENSG00000285023.2|ENSG00000147166.11|ENSG00000147166.11|ENSG00000110172.12;ENSG00000285023.2|ENSG00000147166.11
AT5G51710,ATKEA5|KEA5,4817020at2759,
AT5G51780,bHLH,77851at2759,
AT5G51790,,77851at2759,
AT5G51810,AT2353|ATGA20OX2|GA20OX2,591770at2759,
AT5G51830,FRK1|FRK7,4852307at2759,
AT5G51840,,793793at2759,
AT5G51850,TRM24,98674at2759,
AT5G51870,AGL71|FYL1,329134at2759,
AT5G51890,Prx66,640662at2759,
AT5G51940,NRPB6A|NRPD6A|NRPE6A,5001473at2759,ENSG00000100142.16|ENSG00000100142.16
AT5G51970,ATSDH,4969472at2759,ENSG00000140263.15|ENSG00000140263.15
AT5G51980,AtC3H63,31764at2759,
AT5G52010,,1195874at2759,
AT5G52020,,690137at2759,
AT5G52040,At-RS41|ATRSP41|RS41,80993at2759,
AT5G52050,AtDTX50|DTX50,335947at2759,
AT5G52070,,637689at2759,
AT5G52120,AtPP2-A14|PP2-A14,793249at2759,
AT5G52210,ATARLB1|ATGB1|GB1,4882316at2759,ENSG00000101246.20
AT5G52220,,87875at2759,
AT5G52260,AtMYB19|MYB19,647042at2759,
AT5G52300,LTI65|RD29B,101760at2759,
AT5G52320,CYP96A4,76640at2759,
AT5G52370,mS34,751268at2759,
AT5G52380,,2482389at2759,
AT5G52440,HCF106,329373at2759,
AT5G52520,AtProRS-Org|OVA6|ProRS-Org|PRORS1,4836927at2759,ENSG00000136628.18|ENSG00000136628.18
AT5G52545,,407344at2759,
AT5G52650,eS10x,2654958at2759,ENSG00000124614.17|ENSG00000124614.17
AT5G52660,RVE6,5005315at2759,
AT5G52670,,263282at2759,
AT5G52750,,338315at2759,
AT5G52760,,338315at2759,
AT5G52780,PAM68L,676325at2759,
AT5G52790,,610150at2759,
AT5G52820,AtNLE|NLE,4996481at2759,ENSG00000073536.18|ENSG00000073536.18
AT5G52840,,5015108at2759,
AT5G52880,,176300at2759,
AT5G52920,PKP-BETA1|PKP1|PKP2,532695at2759,
AT5G52950,,174100at2759,
AT5G52960,DUF3143,545208at2759,
AT5G52990,,228990at2759,
AT5G53000,TAP46,5016450at2759,ENSG00000266826.3|ENSG00000089289.16|ENSG00000266826.3|ENSG00000089289.16
AT5G53090,,803667at2759,
AT5G53130,ATCNGC1|CNGC1,4782124at2759,
AT5G53140,,5017799at2759,ENSG00000100034.14|ENSG00000100034.14
AT5G53160,PYL8|RCAR3,605010at2759,
AT5G53190,AtSWEET3|SWEET3,4750521at2759,
AT5G53200,MAU5|TRY,12757at2759,
AT5G53300,AtUBC10|UBC10,367260at2759,
AT5G53310,,803547at2759,
AT5G53320,,2126835at2759,
AT5G53330,,540686at2759,
AT5G53350,CLPX,4815377at2759,ENSG00000166855.9|ENSG00000166855.9
AT5G53360,SINAT5,617854at2759,
AT5G53370,ATPMEPCRF|PMEI-PME61|PMEPCRF,278918at2759,
AT5G53420,CCT101,539135at2759,
AT5G53450,FBN11|ORG1,222036at2759,
AT5G53480,AtKPNB1|IMB1|KPNB1,631093at2759,ENSG00000108424;ENSG00000108424.11|ENSG00000108424.11
AT5G53530,VPS26A,2746523at2759,ENSG00000122958.15|ENSG00000151502.11|ENSG00000122958.15|ENSG00000151502.11
AT5G53560,ATB5-A|ATCB5-E|B5|CB5-E,667223at2759,
AT5G53610,,654421at2759,
AT5G53635,,344100at2759,
AT5G53660,AtGRF7|GRF7,102353at2759,
AT5G53710,,446881at2759,
AT5G53730,NHL26,544722at2759,
AT5G53830,MVQ3,682970at2759,
AT5G53850,DEP1,538367at2759,
AT5G53890,AtPSKR2|PSKR2,643341at2759,
AT5G53895,,291979at2759,
AT5G53900,,87165at2759,
AT5G53930,,244474at2759,
AT5G53940,,4980596at2759,
AT5G53950,ANAC098|ATCUC2|CUC2,321521at2759,
AT5G53980,ATHB52|HB52,390722at2759,ENSG00000106006.6|ENSG00000197757.8|ENSG00000108511.10|ENSG00000106006.6|ENSG00000197757.8
AT5G53990,,273922at2759,
AT5G54067,,266712at2759,
AT5G54110,ATMAMI|MAMI,662535at2759,
AT5G54130,,5000141at2759,ENSG00000174606.14|ENSG00000174606.14
AT5G54145,,277635at2759,
AT5G54160,AtCOMT|ATOMT1|COMT1|OMT1|OMT3,795845at2759,
AT5G54165,,285620at2759,
AT5G54180,mTERF8|PTAC15,66896at2759,
AT5G54200,WDD1,81292at2759,
AT5G54240,,588055at2759,
AT5G54270,LHCB3|LHCB3*1,611908at2759,
AT5G54390,AHL|ATAHL|HL,284007at2759,
AT5G54400,,785367at2759,ENSG00000132275.11|ENSG00000132275.11
AT5G54430,ATPHOS32|PHOS32,232326at2759,
AT5G54510,DFL1|GH3.6,132870at2759,
AT5G54540,,667265at2759,
AT5G54550,AtDOB12,269998at2759,
AT5G54580,ORRM2,4896435at2759,ENSG00000188529.15|ENSG00000164548.12|ENSG00000154548.9|ENSG00000136527.19|ENSG00000188529.15|ENSG00000136527.19|ENSG00000154548.9|ENSG00000164548.12
AT5G54590,CRLK1,553831at2759,
AT5G54600,RPL24|SVR8|uL24c,271932at2759,
AT5G54610,ANK|BDA1,188850at2759,
AT5G54630,,66602at2759,
AT5G54640,ATHTA1|HTA1|RAT5,4285218at2759,
AT5G54670,ATK3|KATC,543280at2759,ENSG00000204197.9;ENSG00000233450.7;ENSG00000237649.8|ENSG00000167702.13|ENSG00000167702.13
AT5G54680,bHLH105|ILR3,444486at2759,
AT5G54690,GAUT12|IRX8|LGT6,4350256at2759,ENSG00000016864.19|ENSG00000120820.13|ENSG00000016864.19
AT5G54745,DEG16,5023858at2759,
AT5G54750,TRAPPC3,801816at2759,ENSG00000054116.12|ENSG00000173626.10|ENSG00000054116.12|ENSG00000173626.10
AT5G54760,,4103828at2759,ENSG00000114784.4|ENSG00000173812.11|ENSG00000114784.4|ENSG00000173812.11
AT5G54800,ATGPT1|GPT1,181680at2759,
AT5G54810,ATTSB1|TRP2|TRPB|TSB1,3520388at2759,
AT5G54830,,413170at2759,
AT5G54850,,639019at2759,
AT5G54890,mCSF2,663778at2759,
AT5G54940,,4103828at2759,ENSG00000114784.4|ENSG00000173812.11|ENSG00000114784.4|ENSG00000173812.11
AT5G54970,,517051at2759,
AT5G54980,CASPL2D1,675605at2759,
AT5G55000,FIP2,4816622at2759,ENSG00000110906.13|ENSG00000174943.11|ENSG00000109079.10
AT5G55120,VTC5,610988at2759,ENSG00000183208|ENSG00000183208.13
AT5G55125,bL31my,144558at2759,
AT5G55130,CNX5|SIR1,4812112at2759,ENSG00000124217.5|ENSG00000124217.5
AT5G55140,uL30m,625891at2759,
AT5G55160,ATSUMO2|SUM2|SUMO|SUMO2,185389at2759,
AT5G55190,ATRAN3|RAN3,5013448at2759,ENSG00000132341.12|ENSG00000132341.12
AT5G55250,AtIAMT1|IAMT1,650017at2759,
AT5G55260,PP4-2|PPX-2|PPX2,5012403at2759,
AT5G55280,ATFTSZ1-1|CPFTSZ|FtsZ1|FTSZ1-1,5017759at2759,
AT5G55340,,282917at2759,
AT5G55370,AT2,326785at2759,
AT5G55400,AtFIM4,4806332at2759,ENSG00000120756.13|ENSG00000136167.15|ENSG00000102024.19|ENSG00000120756.13|ENSG00000136167.15|ENSG00000102024.19
AT5G55450,AtLTP4.4,53768at2759,
AT5G55470,ATNHX3|NHX3,789172at2759,
AT5G55510,HP22,542869at2759,
AT5G55560,,4974109at2759,ENSG00000138756;ENSG00000138756.19|ENSG00000115977.21|ENSG00000115977.21
AT5G55600,,285680at2759,
AT5G55610,,641546at2759,
AT5G55620,,414398at2759,
AT5G55680,,338553at2759,
AT5G55760,SRT1,5003899at2759,ENSG00000077463.15|ENSG00000077463.15
AT5G55850,NOI|NOI4,503753at2759,
AT5G55930,ATOPT1|OPT1,609836at2759,
AT5G55940,emb2731,4894334at2759,ENSG00000100908.14;ENSG00000285377.2|ENSG00000131148.9|ENSG00000100908.14;ENSG00000285377.2|ENSG00000131148.9
AT5G55970,DDR1,649514at2759,
AT5G56010,AtHsp90-3|AtHsp90.3|HSP81-3|Hsp81.3,5004253at2759,
AT5G56050,NHL43,335454at2759,
AT5G56090,COX15,5015826at2759,ENSG00000014919.13
AT5G56100,,343419at2759,
AT5G56140,KH29,5000869at2759,
AT5G56150,UBC30,367260at2759,
AT5G56190,,268694at2759,
AT5G56260,,4809197at2759,
AT5G56280,CSN6A,5000391at2759,ENSG00000168090.10|ENSG00000168090.10
AT5G56340,ATCRT1|BTL04,314826at2759,
AT5G56350,,294132at2759,
AT5G56450,PM-ANT,804629at2759,ENSG00000151475.6|ENSG00000151729.11|ENSG00000169100.14|ENSG00000151729.11|ENSG00000151475.6|ENSG00000169100.14|ENSG00000005022.6
AT5G56510,APUM12|PUM12,4552370at2759,
AT5G56530,,587819at2759,
AT5G56550,ATOXS3|OXS3,644422at2759,
AT5G56590,,611295at2759,
AT5G56680,EMB2755|SYNC1,4887834at2759,ENSG00000137513.11|ENSG00000115866.11|ENSG00000134440.12|ENSG00000115866.11|ENSG00000137513.11|ENSG00000134440.12
AT5G56740,HAC07|HAC7|HAG02|HAG2,4900491at2759,ENSG00000128708.13|ENSG00000128708.13
AT5G56750,NDL1,785233at2759,
AT5G56780,ATET2|ET2,511734at2759,
AT5G56810,,296411at2759,
AT5G56840,,4770113at2759,
AT5G56850,,656561at2759,
AT5G56910,,254442at2759,
AT5G56930,AtC3H65|EMB1789,794642at2759,
AT5G56940,bS16m,28950at2759,
AT5G56950,NAP1;3|NFA03|NFA3,673185at2759,ENSG00000187109.15|ENSG00000205531.14;ENSG00000273562.4|ENSG00000186310.10|ENSG00000186462.9|ENSG00000205531.14;ENSG00000273562.4|ENSG00000187109.15|ENSG00000186310.10|ENSG00000186462.9
AT5G57015,ckl12,273660at2759,
AT5G57020,ATNMT1|NMT1,5013414at2759,
AT5G57040,GLXI-like;11,1729072at2759,ENSG00000124767.7|ENSG00000167699.14|ENSG00000124767.7|ENSG00000167699.14
AT5G57050,ABI2|AtABI2,649879at2759,
AT5G57100,,516269at2759,ENSG00000175782.11|ENSG00000175782.11
AT5G57110,ACA8|AT-ACA8,4755763at2759,
AT5G57120,,5006514at2759,ENSG00000166197.17|ENSG00000166197.17
AT5G57123,,411785at2759,
AT5G57160,ATLIG4|LIG4,4926837at2759,ENSG00000174405.15|ENSG00000174405.15
AT5G57170,AT5G57170|MDL1,4999060at2759,
AT5G57230,,470054at2759,
AT5G57260,CYP71B10,280891at2759,
AT5G57270,,589442at2759,
AT5G57290,AtP3B|P3B|P3y,683035at2759,
AT5G57300,COQ5,558943at2759,ENSG00000110871.15|ENSG00000110871.15
AT5G57330,,784921at2759,
AT5G57340,,159407at2759,
AT5G57350,AHA3|ATAHA3|HA3,631683at2759,
AT5G57360,ADO1|FKL2|LKP1|ZTL,255172at2759,
AT5G57370,,5009383at2759,ENSG00000124380.11
AT5G57410,,4946917at2759,ENSG00000117155.17|ENSG00000117155.17
AT5G57420,IAA33,679773at2759,
AT5G57440,GPP2|GS1,5002350at2759,ENSG00000135002.12|ENSG00000130021.15|ENSG00000135002.12
AT5G57450,ATXRCC3|XRCC3,5010174at2759,ENSG00000126215.14|ENSG00000126215.14
AT5G57460,TML,211644at2759,
AT5G57480,,447743at2759,ENSG00000074582.15|ENSG00000074582.15
AT5G57490,ATVDAC4|VDAC4,290209at2759,
AT5G57500,,77782at2759,
AT5G57510,,217380at2759,
AT5G57520,ATZFP2|ZFP2,654673at2759,
AT5G57530,AtXTH12|XTH12,612680at2759,
AT5G57540,AtXTH13|XTH13,612680at2759,
AT5G57550,XTH25|XTR3,612680at2759,
AT5G57560,AtXTH22|TCH4|XTH22,612680at2759,
AT5G57590,BIO1|BIO3,535814at2759,
AT5G57610,,594369at2759,
AT5G57625,AtCAPE5,419791at2759,
AT5G57630,CIPK21|SnRK3.4,4925430at2759,
AT5G57640,,340316at2759,
AT5G57655,,2679262at2759,
AT5G57685,ATGDU3|GDU3|LSB1,652660at2759,
AT5G57690,ATDGK4|DGK4,752054at2759,
AT5G57700,,703283at2759,
AT5G57785,,338057at2759,
AT5G57790,AOG1,313194at2759,
AT5G57800,CER3|FLP1|WAX2|YRE,623912at2759,
AT5G57810,TET15,110816at2759,
AT5G57815,,661393at2759,ENSG00000126267.11|ENSG00000160471.13|ENSG00000126267.11|ENSG00000160471.13
AT5G57820,,292324at2759,
AT5G57830,MyoB12,70864at2759,
AT5G57840,,290399at2759,
AT5G57850,ADCL|DAT1,707373at2759,
AT5G57870,eIFiso4G1,762617at2759,
AT5G57880,ATPRD2|MEI4|MPS1|PRD2,665801at2759,
AT5G57890,,650038at2759,
AT5G57900,SKIP1,705608at2759,
AT5G57920,AtENODL10|ENODL10,339667at2759,
AT5G57930,APO2|emb1629,222025at2759,
AT5G57940,ATCNGC5|CNGC5,4782124at2759,
AT5G57960,Hflx,1978876at2759,ENSG00000162384.14|ENSG00000178605.14|ENSG00000162384.14|ENSG00000178605.14|ENSG00000178605.14
AT5G57970,,662628at2759,
AT5G57980,RPB5C,29202at2759,ENSG00000099817.12|ENSG00000099817.12
AT5G57990,UBP23,4416699at2759,ENSG00000170185.11|ENSG00000138592.14|ENSG00000170236.16|ENSG00000118369.13|ENSG00000055483;ENSG00000055483.20|ENSG00000170185.11|ENSG00000118369.13|ENSG00000170236.16|ENSG00000138592.14
AT5G58000,RTN21,329047at2759,
AT5G58003,CPL4|FCP1,327969at2759,
AT5G58005,,162054at2759,
AT5G58010,DROP3|LRL3,688293at2759,
AT5G58020,AtRTF2|RTF2,330050at2759,ENSG00000022277.13|ENSG00000022277.13
AT5G58030,TRAPPC5,1728290at2759,ENSG00000181029.9|ENSG00000181029.9
AT5G58060,ATGP1|ATYKT61|YKT61,4863284at2759,ENSG00000106636.9|ENSG00000106636.9
AT5G58070,ATTIL|TIL,4919229at2759,
AT5G58090,,632146at2759,
AT5G58110,,4817867at2759,
AT5G58120,DM10,282564at2759,
AT5G58140,AtPHOT2|NPL1|PHOT2,4819467at2759,
AT5G58160,FH13,642672at2759,
AT5G58190,ECT10,640780at2759,
AT5G58200,,5003689at2759,
AT5G58220,ALNS|TTL,4814423at2759,
AT5G58230,ATMSI1|MEE70|MSI1,4974732at2759,ENSG00000049167;ENSG00000049167.16|ENSG00000049167.16
AT5G58240,FHIT,663696at2759,ENSG00000189283.10|ENSG00000189283.10
AT5G58250,EMB3143|LCAA/YCF54,750455at2759,
AT5G58260,NdhN,555425at2759,
AT5G58270,ABCB25|ATATM3|ATM3|STA1,761127at2759,ENSG00000115657.14|ENSG00000131269.19|ENSG00000115657.14|ENSG00000131269.19
AT5G58290,RPT3,5012920at2759,ENSG00000100764.14|ENSG00000100764.14
AT5G58310,ATMES18|MES18,259473at2759,
AT5G58330,NADP-MDH,743666at2759,
AT5G58350,WNK4|ZIK2,432180at2759,
AT5G58360,ATOFP3|OFP3,629642at2759,
AT5G58370,EngB-3,4977778at2759,ENSG00000163607.18|ENSG00000163607.18
AT5G58380,CIPK10|PKS2|SIP1|SNRK3.8,4925430at2759,
AT5G58410,,720937at2759,
AT5G58430,ATEXO70B1|EXO70B1,105955at2759,
AT5G58440,SNX2a,4810807at2759,
AT5G58470,TAF15b,4822712at2759,
AT5G58480,,632146at2759,
AT5G58490,,2042608at2759,
AT5G58500,LSH5,326892at2759,
AT5G58510,,4844390at2759,ENSG00000115839.19|ENSG00000115839.19
AT5G58520,,619630at2759,
AT5G58540,,4813453at2759,
AT5G58570,,343616at2759,
AT5G58630,TRM31,666673at2759,
AT5G58650,PSY1,195489at2759,
AT5G58680,,308862at2759,
AT5G58710,ROC7,5014046at2759,
AT5G58720,,662946at2759,
AT5G58730,Mik,296209at2759,
AT5G58740,NMig1,698679at2759,ENSG00000090273.14|ENSG00000170584.11|ENSG00000090273.14|ENSG00000170584.11
AT5G58750,PRISE,598314at2759,
AT5G58760,DDB2,228541at2759,ENSG00000092470.12|ENSG00000134574.12|ENSG00000134574.12|ENSG00000092470.12
AT5G58770,AtcPT4|AtCPT7|cPT4|CPT7,140549at2759,ENSG00000117682.18|ENSG00000117682.18
AT5G58784,,140549at2759,ENSG00000117682.18|ENSG00000117682.18
AT5G58787,AtAIRP4,618218at2759,
AT5G58790,,330174at2759,
AT5G58800,,534450at2759,
AT5G58860,CYP86|CYP86A1|HORST,2174516at2759,
AT5G58920,,584667at2759,
AT5G58950,RAF36,5002528at2759,ENSG00000139625.13|ENSG00000073803.14|ENSG00000073803.14|ENSG00000139625.13
AT5G58960,CHIQL10|GIL1,308151at2759,
AT5G58970,ATUCP2|PUMP2|UCP2,720856at2759,ENSG00000109424.4|ENSG00000175567.11|ENSG00000175564.13|ENSG00000108528.14|ENSG00000183048.12|ENSG00000109424.4|ENSG00000175564.13|ENSG00000175567.11|ENSG00000183048.12|ENSG00000108528.14
AT5G59080,,183808at2759,
