human_ensembl,Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Saccharomyces cerevisiae,n_species
ENSG00000134376,,WBGene00000792,FBgn0259685,ENSMUSG00000063681,,3
ENSG00000134398,,WBGene00002147,FBgn0261984,ENSMUSG00000030866,YHR079C,4
ENSG00000134419,,WBGene00004491,FBgn0033555,ENSMUSG00000008683,YLR367W,4
ENSG00000134438,,WBGene00000433,,ENSMUSG00000024518,,2
ENSG00000134440,,WBGene00003815,FBgn0086443,ENSMUSG00000024587,YHR019C,4
ENSG00000134443,,,,ENSMUSG00000024517,,1
ENSG00000134444,,,,ENSMUSG00000026319,,1
ENSG00000134452,,,,ENSMUSG00000058594,,1
ENSG00000134453,AT1G30480,WBGene00010233,FBgn0086683,ENSMUSG00000037197,,4
ENSG00000134461,,,,ENSMUSG00000047909,,1
ENSG00000134463,,WBGene00001151,FBgn0034191,ENSMUSG00000039063,,3
ENSG00000134470,,,,ENSMUSG00000023206,,1
ENSG00000134480,,WBGene00021714,FBgn0022936,ENSMUSG00000021548,YPR025C,4
ENSG00000134489,,,,ENSMUSG00000037346,,1
ENSG00000134490,,,,ENSMUSG00000049411,YGL225W,2
ENSG00000134504,,,FBgn0034636,ENSMUSG00000036225,,2
ENSG00000134508,,WBGene00022128,FBgn0027581,ENSMUSG00000040957,,3
ENSG00000134516,,WBGene00000419,FBgn0015513,ENSMUSG00000020143,YLR422W,4
ENSG00000134531,,,,ENSMUSG00000030208,,1
ENSG00000134532,,WBGene00001182,FBgn0039938,ENSMUSG00000041540,,3
ENSG00000134533,,,,ENSMUSG00000030222,,1
ENSG00000134538,,WBGene00009023,FBgn0032433,ENSMUSG00000030236,,3
ENSG00000134539,,,,ENSMUSG00000030165,,1
ENSG00000134548,,,,ENSMUSG00000071112,,1
ENSG00000134569,,,FBgn0030706,ENSMUSG00000027253,,2
ENSG00000134571,,,,ENSMUSG00000002100,,1
ENSG00000134574,,,,ENSMUSG00000002109,,1
ENSG00000134575,,WBGene00015161,FBgn0000032,ENSMUSG00000002103,,3
ENSG00000134588,,,,ENSMUSG00000055780,,1
ENSG00000134590,,,,ENSMUSG00000067924,,1
ENSG00000134594,,WBGene00004283,,ENSMUSG00000031104,,2
ENSG00000134595,,WBGene00004949,FBgn0000411,ENSMUSG00000045179,,3
ENSG00000134597,,WBGene00016245,FBgn0032822,ENSMUSG00000031107,YIR005W,4
ENSG00000134602,,WBGene00001526,FBgn0266465,ENSMUSG00000031112,YHR102W,4
ENSG00000134612,,WBGene00020082,,ENSMUSG00000001773,,2
ENSG00000134627,,WBGene00004178,FBgn0250816,ENSMUSG00000036912,,3
ENSG00000134644,,WBGene00004245,FBgn0003165,ENSMUSG00000028580,YLL013C,4
ENSG00000134668,,,FBgn0082831,ENSMUSG00000028784,,2
ENSG00000134684,AT2G33840,WBGene00013677,FBgn0027080,ENSMUSG00000028811,YGR185C,5
ENSG00000134686,,,FBgn0004860,ENSMUSG00000028796,,2
ENSG00000134690,,,FBgn0032104,ENSMUSG00000028873,,2
ENSG00000134697,,WBGene00003596,FBgn0034243,ENSMUSG00000028869,YNR053C,4
ENSG00000134698,,WBGene00000106,FBgn0262739,ENSMUSG00000042500,,3
ENSG00000134709,,WBGene00006997,FBgn0001202,ENSMUSG00000028572,,3
ENSG00000134716,,WBGene00015135,FBgn0010383,ENSMUSG00000015224,,3
ENSG00000134717,AT1G73230,WBGene00002045,FBgn0000181,ENSMUSG00000028568,YPL037C,5
ENSG00000134744,,WBGene00019629,,ENSMUSG00000034610,,2
ENSG00000134748,AT2G40650,WBGene00008380,FBgn0050342,ENSMUSG00000063800,,4
ENSG00000134755,,,,ENSMUSG00000024331,,1
ENSG00000134757,,,,ENSMUSG00000056632,,1
ENSG00000134758,,,,ENSMUSG00000024317,,1
ENSG00000134759,,WBGene00013738,FBgn0033540,ENSMUSG00000024271,YGR200C,4
ENSG00000134760,,,,ENSMUSG00000069441,,1
ENSG00000134762,,,,ENSMUSG00000059898,,1
ENSG00000134765,,,,ENSMUSG00000044322,,1
ENSG00000134769,,WBGene00001115,FBgn0033739,ENSMUSG00000024302,,3
ENSG00000134775,,WBGene00016735,FBgn0266084,ENSMUSG00000034295,,3
ENSG00000134779,,,FBgn0036236,ENSMUSG00000024269,,2
ENSG00000134780,,WBGene00018364,FBgn0261244,ENSMUSG00000035735,,3
ENSG00000134802,,,,ENSMUSG00000027074,YMR221C,2
ENSG00000134809,AT2G29530,WBGene00006573,FBgn0027360,ENSMUSG00000027076,YHR005C-A,5
ENSG00000134812,,,FBgn0029708,ENSMUSG00000024682,,2
ENSG00000134815,,WBGene00021365,FBgn0052533,ENSMUSG00000006019,,3
ENSG00000134817,,,,ENSMUSG00000044338,,1
ENSG00000134824,,WBGene00001396,,ENSMUSG00000024665,,2
ENSG00000134825,,WBGene00021960,FBgn0036667,ENSMUSG00000036372,,3
ENSG00000134827,,,FBgn0029708,,,1
ENSG00000134830,,,,ENSMUSG00000074361,,1
ENSG00000134851,AT1G25520,WBGene00021847,FBgn0260659,ENSMUSG00000029234,YBR187W,5
ENSG00000134852,,,FBgn0023076,ENSMUSG00000029238,,2
ENSG00000134853,,WBGene00008599,FBgn0032006,ENSMUSG00000029231,,3
ENSG00000134864,,WBGene00023489,FBgn0035082,ENSMUSG00000041625,,3
ENSG00000134871,,WBGene00001263,FBgn0000299,ENSMUSG00000031503,,3
ENSG00000134873,,,,ENSMUSG00000022132,,1
ENSG00000134874,,,FBgn0039201,ENSMUSG00000042156,,2
ENSG00000134882,,,,ENSMUSG00000041765,,1
ENSG00000134884,,,FBgn0051712,ENSMUSG00000040459,,2
ENSG00000134897,,,,ENSMUSG00000041684,,1
ENSG00000134899,AT3G48900,WBGene00019004,FBgn0002887,ENSMUSG00000026048,YGR258C,5
ENSG00000134900,,WBGene00017686,FBgn0020370,ENSMUSG00000041763,,3
ENSG00000134901,,,,ENSMUSG00000026047,,1
ENSG00000134905,,,FBgn0033900,ENSMUSG00000056228,YNL247W,3
ENSG00000134909,,WBGene00009800,FBgn0032821,ENSMUSG00000041444,,3
ENSG00000134910,,WBGene00020437,FBgn0031149,ENSMUSG00000032116,YGL022W,4
ENSG00000134917,,WBGene00001650,FBgn0286071,ENSMUSG00000031994,,3
ENSG00000134940,,,,ENSMUSG00000032110,,1
ENSG00000134954,,,FBgn0003118,ENSMUSG00000032035,,2
ENSG00000134955,,,FBgn0034611,ENSMUSG00000032122,,2
ENSG00000134962,,WBGene00016848,FBgn0036659,ENSMUSG00000029195,,3
ENSG00000134970,,WBGene00019003,FBgn0030341,ENSMUSG00000033184,YGL200C,4
ENSG00000134982,,WBGene00000156,,ENSMUSG00000005871,,2
ENSG00000134986,,,,ENSMUSG00000042834,,1
ENSG00000134987,,WBGene00012887,FBgn0038146,ENSMUSG00000038299,YLR409C,4
ENSG00000134996,,WBGene00013724,FBgn0266101,ENSMUSG00000024725,,3
ENSG00000135002,AT2G38740,WBGene00011224,FBgn0014930,ENSMUSG00000024712,YDR236C,5
ENSG00000135018,AT2G17190,WBGene00008852,FBgn0031057,ENSMUSG00000005312,YMR276W,5
ENSG00000135040,,WBGene00020719,FBgn0034982,ENSMUSG00000021555,YEL053C,4
ENSG00000135045,,,,ENSMUSG00000047044,,1
ENSG00000135046,,WBGene00003591,FBgn0000084,ENSMUSG00000024659,,3
ENSG00000135047,,WBGene00000776,FBgn0013770,ENSMUSG00000021477,,3
ENSG00000135048,,,,ENSMUSG00000024754,,1
ENSG00000135049,,WBGene00018995,,ENSMUSG00000021557,,2
ENSG00000135052,,,,ENSMUSG00000021556,,1
ENSG00000135063,,,,ENSMUSG00000071604,,1
ENSG00000135069,,WBGene00009177,FBgn0014427,ENSMUSG00000024640,YOR184W,4
ENSG00000135070,,WBGene00012666,FBgn0026666,ENSMUSG00000044792,YLL027W,4
ENSG00000135074,,WBGene00000074,FBgn0265140,ENSMUSG00000011256,,3
ENSG00000135077,AT5G03500,,,ENSMUSG00000020399,,2
ENSG00000135083,,,FBgn0010317,ENSMUSG00000044707,,2
ENSG00000135090,,WBGene00002201,FBgn0031030,ENSMUSG00000061288,,3
ENSG00000135093,,WBGene00022052,FBgn0029819,ENSMUSG00000029592,,3
ENSG00000135094,,,,ENSMUSG00000029597,YCL064C,2
ENSG00000135097,,WBGene00003423,FBgn0260943,ENSMUSG00000054256,YOL123W,4
ENSG00000135100,,,,ENSMUSG00000029556,,1
ENSG00000135108,,,,ENSMUSG00000032898,,1
ENSG00000135111,,WBGene00006543,FBgn0000179,ENSMUSG00000018604,,3
ENSG00000135114,,,,ENSMUSG00000041827,,1
ENSG00000135116,,,,ENSMUSG00000046607,,1
ENSG00000135119,AT5G01960,WBGene00022502,FBgn0039150,ENSMUSG00000032850,,4
ENSG00000135124,,,,ENSMUSG00000029470,,1
ENSG00000135127,,,FBgn0052137,ENSMUSG00000041609,,2
ENSG00000135144,,,FBgn0000524,ENSMUSG00000029603,,2
ENSG00000135148,,,,ENSMUSG00000042726,,1
ENSG00000135164,,,,ENSMUSG00000042508,YDR026C,2
ENSG00000135185,,,,ENSMUSG00000079659,,1
ENSG00000135205,,,FBgn0039490,ENSMUSG00000064280,,2
ENSG00000135211,,,FBgn0035248,ENSMUSG00000045435,,2
ENSG00000135218,,WBGene00015389,FBgn0035815,ENSMUSG00000002944,,3
ENSG00000135220,,WBGene00018206,FBgn0051002,ENSMUSG00000035780,,3
ENSG00000135241,,WBGene00022233,,ENSMUSG00000036257,,2
ENSG00000135245,,,,ENSMUSG00000043421,,1
ENSG00000135248,,,,ENSMUSG00000039742,,1
ENSG00000135249,,,FBgn0035762,ENSMUSG00000028999,,2
ENSG00000135250,,WBGene00004980,FBgn0030697,ENSMUSG00000062604,YMR216C,4
ENSG00000135253,,,FBgn0000395,ENSMUSG00000059022,,2
ENSG00000135269,,WBGene00015217,FBgn0034223,ENSMUSG00000029552,,3
ENSG00000135272,,,,ENSMUSG00000041390,,1
ENSG00000135297,,WBGene00009944,FBgn0034735,ENSMUSG00000032342,YGL236C,4
ENSG00000135298,,,,ENSMUSG00000033569,,1
ENSG00000135299,,,FBgn0086898,ENSMUSG00000040183,,2
ENSG00000135312,,,FBgn0004168,ENSMUSG00000049511,,2
ENSG00000135314,,,,ENSMUSG00000067750,,1
ENSG00000135315,,,FBgn0261610,ENSMUSG00000056919,,2
ENSG00000135316,,WBGene00002000,FBgn0038826,ENSMUSG00000032423,,3
ENSG00000135317,,WBGene00013011,,ENSMUSG00000032422,YML104C,3
ENSG00000135318,,,FBgn0050104,ENSMUSG00000032420,,2
ENSG00000135324,,,,ENSMUSG00000042761,,1
ENSG00000135333,,WBGene00006868,,ENSMUSG00000028289,,2
ENSG00000135334,,WBGene00017088,FBgn0082598,ENSMUSG00000028291,,3
ENSG00000135336,AT5G16690,,FBgn0005654,ENSMUSG00000040044,YLL004W,4
ENSG00000135338,,,FBgn0036687,ENSMUSG00000032258,,2
ENSG00000135341,,WBGene00013643,FBgn0026323,ENSMUSG00000028284,,3
ENSG00000135346,,,,ENSMUSG00000028298,,1
ENSG00000135362,,,,ENSMUSG00000032841,,1
ENSG00000135363,,,,ENSMUSG00000032698,,1
ENSG00000135365,,,,ENSMUSG00000058318,,1
ENSG00000135372,,WBGene00018866,FBgn0027330,ENSMUSG00000027185,YNL132W,4
ENSG00000135373,,WBGene00006462,,ENSMUSG00000012350,,2
ENSG00000135374,,WBGene00006462,,ENSMUSG00000027186,,2
ENSG00000135378,,,,ENSMUSG00000027171,,1
ENSG00000135387,,,FBgn0042134,ENSMUSG00000027184,,2
ENSG00000135390,,WBGene00022336,FBgn0039830,ENSMUSG00000062683,Q0130,4
ENSG00000135392,,,FBgn0037252,ENSMUSG00000025354,,2
ENSG00000135404,,WBGene00006633,FBgn0032943,ENSMUSG00000025351,,3
ENSG00000135406,,,,ENSMUSG00000023484,,1
ENSG00000135407,,WBGene00010593,FBgn0010225,ENSMUSG00000025432,,3
ENSG00000135409,,WBGene00000900,FBgn0024179,ENSMUSG00000023047,,3
ENSG00000135414,,WBGene00000903,,ENSMUSG00000025352,,2
ENSG00000135423,,WBGene00008435,FBgn0261625,ENSMUSG00000044005,,3
ENSG00000135424,,WBGene00002081,FBgn0004456,ENSMUSG00000025348,,3
ENSG00000135426,,,,ENSMUSG00000034833,,1
ENSG00000135436,,,,ENSMUSG00000078907,,1
ENSG00000135437,,WBGene00000979,FBgn0033679,ENSMUSG00000025350,,3
ENSG00000135439,,WBGene00000566,FBgn0028509,ENSMUSG00000025422,,3
ENSG00000135441,AT2G30330,WBGene00011872,FBgn0050077,ENSMUSG00000090247,,4
ENSG00000135446,,WBGene00000406,FBgn0016131,ENSMUSG00000006728,,3
ENSG00000135447,,,,ENSMUSG00000022490,,1
ENSG00000135451,,,,ENSMUSG00000032783,,1
ENSG00000135452,,,FBgn0039465,ENSMUSG00000006736,,2
ENSG00000135454,,,,ENSMUSG00000006731,,1
ENSG00000135457,,,FBgn0050011,ENSMUSG00000009733,,2
ENSG00000135469,AT4G17650,WBGene00044648,FBgn0033086,ENSMUSG00000039914,YOL008W,5
ENSG00000135472,,WBGene00021537,,ENSMUSG00000023011,,2
ENSG00000135473,,WBGene00017951,FBgn0033352,ENSMUSG00000005682,YGL094C,4
ENSG00000135476,,WBGene00022741,FBgn0035627,ENSMUSG00000058290,YGR098C,4
ENSG00000135480,,,,ENSMUSG00000023039,,1
ENSG00000135482,,WBGene00021816,,ENSMUSG00000039810,,2
ENSG00000135486,,WBGene00001999,FBgn0004237,ENSMUSG00000046434,YOL123W,4
ENSG00000135502,,WBGene00018283,FBgn0036770,ENSMUSG00000040441,,3
ENSG00000135503,,WBGene00000897,FBgn0011300,ENSMUSG00000000532,,3
ENSG00000135506,,WBGene00018611,,ENSMUSG00000040462,YDR057W,3
ENSG00000135517,,,FBgn0034883,ENSMUSG00000025389,,2
ENSG00000135519,,,FBgn0011589,ENSMUSG00000037579,,2
ENSG00000135521,,WBGene00011944,FBgn0027525,ENSMUSG00000019814,YKL143W,4
ENSG00000135525,,,FBgn0264693,ENSMUSG00000019996,,2
ENSG00000135535,,,FBgn0045823,ENSMUSG00000019818,,2
ENSG00000135537,,WBGene00016261,FBgn0033734,ENSMUSG00000038302,YEL052W,4
ENSG00000135540,,,,ENSMUSG00000039835,,1
ENSG00000135541,,,,ENSMUSG00000019986,,1
ENSG00000135547,,,FBgn0027788,ENSMUSG00000019789,,2
ENSG00000135549,,WBGene00044143,,ENSMUSG00000019876,,2
ENSG00000135577,,,FBgn0033058,ENSMUSG00000019865,,2
ENSG00000135587,,WBGene00012105,FBgn0035421,ENSMUSG00000019822,YER019W,4
ENSG00000135596,,,FBgn0053208,ENSMUSG00000019823,,2
ENSG00000135597,,WBGene00012696,FBgn0032341,ENSMUSG00000019854,,3
ENSG00000135604,,,,ENSMUSG00000039232,YPL232W,2
ENSG00000135605,,,FBgn0003502,ENSMUSG00000029217,,2
ENSG00000135617,,WBGene00020322,FBgn0034803,ENSMUSG00000030008,,3
ENSG00000135622,,WBGene00004889,FBgn0011260,ENSMUSG00000000627,,3
ENSG00000135624,,WBGene00020391,FBgn0037632,ENSMUSG00000030007,YJL111W,4
ENSG00000135625,,WBGene00007772,,ENSMUSG00000071341,,2
ENSG00000135631,,WBGene00021456,FBgn0027335,ENSMUSG00000051343,,3
ENSG00000135632,,,FBgn0038869,ENSMUSG00000033706,,2
ENSG00000135636,,WBGene00001414,FBgn0266757,ENSMUSG00000033788,,3
ENSG00000135637,,,FBgn0039009,ENSMUSG00000107499,,2
ENSG00000135638,,WBGene00000429,FBgn0008646,ENSMUSG00000033726,,3
ENSG00000135643,,,,ENSMUSG00000054934,,1
ENSG00000135655,,WBGene00019259,,ENSMUSG00000020124,YJL197W,3
ENSG00000135677,,,FBgn0033836,ENSMUSG00000034707,,2
ENSG00000135678,,,FBgn0030778,ENSMUSG00000020183,,2
ENSG00000135679,,,,ENSMUSG00000020184,,1
ENSG00000135686,,,FBgn0031119,ENSMUSG00000031828,,2
ENSG00000135697,,WBGene00012914,FBgn0002937,ENSMUSG00000031845,,3
ENSG00000135698,,WBGene00017916,FBgn0032921,ENSMUSG00000031843,,3
ENSG00000135702,,,FBgn0051637,ENSMUSG00000031952,,2
ENSG00000135709,,,FBgn0031858,ENSMUSG00000031824,,2
ENSG00000135720,,WBGene00001007,FBgn0030276,ENSMUSG00000035770,,3
ENSG00000135722,,,,ENSMUSG00000033313,,1
ENSG00000135723,,WBGene00016735,FBgn0266084,ENSMUSG00000014778,,3
ENSG00000135736,,,FBgn0051638,ENSMUSG00000063605,,2
ENSG00000135740,,WBGene00003730,FBgn0040297,ENSMUSG00000014786,,3
ENSG00000135744,,,,ENSMUSG00000031980,,1
ENSG00000135749,,WBGene00015237,FBgn0003048,ENSMUSG00000060212,,3
ENSG00000135750,,WBGene00006696,,ENSMUSG00000033998,YJL093C,3
ENSG00000135763,,,,ENSMUSG00000031976,,1
ENSG00000135766,,WBGene00001178,FBgn0264785,ENSMUSG00000031987,,3
ENSG00000135773,,WBGene00000542,FBgn0012051,ENSMUSG00000031981,,3
ENSG00000135775,,WBGene00000585,FBgn0026634,ENSMUSG00000031979,,3
ENSG00000135776,,WBGene00001811,FBgn0023536,ENSMUSG00000031974,YPL270W,4
ENSG00000135778,AT5G66005,,FBgn0037046,ENSMUSG00000031851,,3
ENSG00000135801,AT5G25150,WBGene00006386,FBgn0039067,ENSMUSG00000038697,YBR198C,5
ENSG00000135821,AT1G66200,WBGene00001604,FBgn0001145,ENSMUSG00000026473,YPR035W,5
ENSG00000135823,AT1G28490,WBGene00015789,FBgn0037084,ENSMUSG00000026470,,4
ENSG00000135824,,WBGene00004353,,ENSMUSG00000042671,,2
ENSG00000135828,,,,ENSMUSG00000066800,,1
ENSG00000135829,,WBGene00004355,FBgn0002774,ENSMUSG00000042699,,3
ENSG00000135835,,,,ENSMUSG00000033722,,1
ENSG00000135837,,,,ENSMUSG00000033671,,1
ENSG00000135838,,,,ENSMUSG00000042684,,1
ENSG00000135842,,,,ENSMUSG00000026483,,1
ENSG00000135845,AT2G34980,WBGene00011860,FBgn0035435,ENSMUSG00000026698,YPL076W,5
ENSG00000135862,,WBGene00016913,FBgn0267348,ENSMUSG00000026478,,3
ENSG00000135870,,,FBgn0036621,ENSMUSG00000040423,,2
ENSG00000135898,,,,ENSMUSG00000049608,,1
ENSG00000135899,,,,ENSMUSG00000070034,,1
ENSG00000135900,,WBGene00008514,FBgn0037330,ENSMUSG00000026248,YMR024W,4
ENSG00000135902,,WBGene00006774,FBgn0000036,ENSMUSG00000026251,,3
ENSG00000135903,,WBGene00003939,FBgn0003145,ENSMUSG00000004872,,3
ENSG00000135905,,WBGene00009065,FBgn0260486,ENSMUSG00000038608,,3
ENSG00000135912,,WBGene00014232,FBgn0026147,ENSMUSG00000033257,,3
ENSG00000135913,,,,ENSMUSG00000033364,,1
ENSG00000135914,,,FBgn0087012,ENSMUSG00000026228,,2
ENSG00000135916,,WBGene00016106,FBgn0031285,ENSMUSG00000026223,,3
ENSG00000135917,,WBGene00007388,FBgn0037845,ENSMUSG00000038496,,3
ENSG00000135919,,WBGene00005642,FBgn0002930,ENSMUSG00000026249,,3
ENSG00000135924,,WBGene00001042,FBgn0034091,ENSMUSG00000026203,,3
ENSG00000135925,,,FBgn0031903,ENSMUSG00000026167,,2
ENSG00000135926,,WBGene00006470,,ENSMUSG00000006301,YNL305C,3
ENSG00000135929,,,FBgn0033524,ENSMUSG00000026170,,2
ENSG00000135930,,WBGene00002062,FBgn0053100,ENSMUSG00000026254,,3
ENSG00000135931,,WBGene00019128,,ENSMUSG00000062590,,2
ENSG00000135932,,WBGene00013140,FBgn0017572,ENSMUSG00000036707,YKL189W,4
ENSG00000135940,,WBGene00000371,FBgn0031830,ENSMUSG00000061518,YGL187C,4
ENSG00000135945,,WBGene00014066,FBgn0035150,ENSMUSG00000026082,YOR346W,4
ENSG00000135951,,,FBgn0036480,ENSMUSG00000060771,,2
ENSG00000135953,,,,ENSMUSG00000041945,,1
ENSG00000135956,,,,ENSMUSG00000034850,,1
ENSG00000135960,,,,ENSMUSG00000003227,,1
ENSG00000135966,AT4G36630,,,ENSMUSG00000070939,YDR495C,3
ENSG00000135968,,,FBgn0037979,ENSMUSG00000038039,,2
ENSG00000135972,AT1G74970,WBGene00017319,FBgn0037529,ENSMUSG00000060679,YBR146W,5
ENSG00000135973,,,,ENSMUSG00000041907,,1
ENSG00000135974,,,,ENSMUSG00000010290,,1
ENSG00000135999,,WBGene00007030,FBgn0000581,ENSMUSG00000069495,YFL024C,4
ENSG00000136002,,,,ENSMUSG00000037509,,1
ENSG00000136003,,WBGene00012885,FBgn0037637,ENSMUSG00000025825,YPL135W,4
ENSG00000136010,,WBGene00000109,FBgn0032945,ENSMUSG00000020256,YOR374W,4
ENSG00000136011,,,,ENSMUSG00000035459,,1
ENSG00000136014,,,,ENSMUSG00000020020,,1
ENSG00000136021,,WBGene00022635,FBgn0039623,ENSMUSG00000069539,YGL083W,4
ENSG00000136026,,,,ENSMUSG00000046841,,1
ENSG00000136040,,WBGene00004048,FBgn0025740,ENSMUSG00000074785,,3
ENSG00000136044,,,,ENSMUSG00000020263,,1
ENSG00000136045,,WBGene00010435,FBgn0263510,ENSMUSG00000001785,YLR196W,4
ENSG00000136048,,WBGene00007878,FBgn0025624,ENSMUSG00000020057,,3
ENSG00000136051,,WBGene00013167,FBgn0030739,ENSMUSG00000034560,,3
ENSG00000136052,,WBGene00014201,FBgn0053181,ENSMUSG00000034591,,3
ENSG00000136059,,WBGene00010593,FBgn0010225,ENSMUSG00000038775,,3
ENSG00000136068,,WBGene00022048,FBgn0014141,ENSMUSG00000025278,,3
ENSG00000136098,,,,ENSMUSG00000031478,,1
ENSG00000136099,,,,ENSMUSG00000036422,,1
ENSG00000136100,AT5G04920,WBGene00008919,FBgn0086785,ENSMUSG00000031479,YLR417W,5
ENSG00000136104,,WBGene00009011,FBgn0030507,ENSMUSG00000021932,,3
ENSG00000136108,,,,ENSMUSG00000037725,,1
ENSG00000136110,,,,ENSMUSG00000022025,,1
ENSG00000136111,,,FBgn0261261,ENSMUSG00000033083,YPL249C,3
ENSG00000136114,,WBGene00017309,,ENSMUSG00000031480,,2
ENSG00000136122,,WBGene00010198,FBgn0259791,ENSMUSG00000022070,,3
ENSG00000136141,,,FBgn0032633,ENSMUSG00000068015,,2
ENSG00000136143,,WBGene00009812,FBgn0037643,ENSMUSG00000022110,YGR244C,4
ENSG00000136144,,,FBgn0000247,ENSMUSG00000035469,,2
ENSG00000136146,,WBGene00007012,FBgn0035754,ENSMUSG00000022109,,3
ENSG00000136147,,,FBgn0031091,ENSMUSG00000044703,,2
ENSG00000136152,,WBGene00022121,FBgn0031536,ENSMUSG00000034893,YER157W,4
ENSG00000136153,,,,ENSMUSG00000033060,,1
ENSG00000136155,,,,ENSMUSG00000022123,,1
ENSG00000136156,,WBGene00016106,FBgn0031285,ENSMUSG00000022108,,3
ENSG00000136158,,,FBgn0014388,ENSMUSG00000022114,,2
ENSG00000136159,,,,ENSMUSG00000033405,,1
ENSG00000136160,,,,ENSMUSG00000022122,,1
ENSG00000136161,,,FBgn0000247,ENSMUSG00000022106,,2
ENSG00000136167,,WBGene00022425,FBgn0024238,ENSMUSG00000021998,YDR129C,4
ENSG00000136169,,WBGene00019883,FBgn0086908,ENSMUSG00000071350,,3
ENSG00000136193,,,FBgn0037472,ENSMUSG00000019124,,2
ENSG00000136197,,WBGene00018015,FBgn0260755,ENSMUSG00000039182,,3
ENSG00000136205,,WBGene00006508,FBgn0000244,ENSMUSG00000020422,,3
ENSG00000136206,,,,ENSMUSG00000039296,,1
ENSG00000136213,,,FBgn0035287,ENSMUSG00000036599,,2
ENSG00000136231,,WBGene00010908,FBgn0285926,ENSMUSG00000029814,,3
ENSG00000136235,,,,ENSMUSG00000029816,,1
ENSG00000136237,,WBGene00004255,FBgn0085421,ENSMUSG00000041992,,3
ENSG00000136238,,WBGene00004287,FBgn0010333,ENSMUSG00000001847,,3
ENSG00000136240,AT1G29330,WBGene00001331,FBgn0267330,ENSMUSG00000079111,YBL040C,5
ENSG00000136243,,,FBgn0042125,ENSMUSG00000048439,,2
ENSG00000136244,,,,ENSMUSG00000025746,,1
ENSG00000136247,AT5G20350,,,ENSMUSG00000001844,,2
ENSG00000136250,,,,ENSMUSG00000021322,,1
ENSG00000136261,,,FBgn0250753,ENSMUSG00000020547,,2
ENSG00000136267,,WBGene00000960,FBgn0085390,ENSMUSG00000036095,,3
ENSG00000136270,,,FBgn0038961,ENSMUSG00000000384,,2
ENSG00000136271,,WBGene00016073,FBgn0001565,ENSMUSG00000004393,YLR276C,4
ENSG00000136273,,WBGene00002042,FBgn0026417,ENSMUSG00000020413,,3
ENSG00000136274,,WBGene00022042,FBgn0086904,ENSMUSG00000041073,,3
ENSG00000136279,,WBGene00010664,FBgn0036372,ENSMUSG00000020476,YCR088W,4
ENSG00000136280,,,,ENSMUSG00000000378,,1
ENSG00000136286,,WBGene00002038,FBgn0086347,ENSMUSG00000020437,,3
ENSG00000136295,,WBGene00009632,FBgn0015558,ENSMUSG00000036565,,3
ENSG00000136297,,WBGene00022158,FBgn0029935,ENSMUSG00000039533,,3
ENSG00000136305,,,FBgn0024732,ENSMUSG00000022219,,2
ENSG00000136319,,WBGene00021346,,ENSMUSG00000006288,,2
ENSG00000136327,,,FBgn0261930,ENSMUSG00000058669,,2
ENSG00000136352,,WBGene00000447,FBgn0287186,ENSMUSG00000001496,,3
ENSG00000136367,,WBGene00022518,FBgn0004607,ENSMUSG00000040721,,3
ENSG00000136371,,WBGene00013708,FBgn0085453,ENSMUSG00000066442,YER183C,4
ENSG00000136378,,,FBgn0029791,ENSMUSG00000032363,,2
ENSG00000136379,,WBGene00045192,FBgn0053096,ENSMUSG00000038459,,3
ENSG00000136381,,WBGene00000040,FBgn0024958,ENSMUSG00000032293,,3
ENSG00000136383,,,,ENSMUSG00000038763,,1
ENSG00000136404,,,,ENSMUSG00000038623,,1
ENSG00000136425,,WBGene00009260,FBgn0034558,ENSMUSG00000037493,,3
ENSG00000136436,,,,ENSMUSG00000006056,,1
ENSG00000136444,AT5G63290,,,ENSMUSG00000039096,,2
ENSG00000136448,,WBGene00020549,FBgn0020392,ENSMUSG00000020936,YLR195C,4
ENSG00000136449,,,,ENSMUSG00000039110,,1
ENSG00000136450,AT3G49430,WBGene00004700,FBgn0283477,ENSMUSG00000018379,,4
ENSG00000136451,,,,ENSMUSG00000018377,,1
ENSG00000136457,,,FBgn0035575,ENSMUSG00000039084,,2
ENSG00000136463,,WBGene00021757,FBgn0032205,ENSMUSG00000001983,YGR021W,4
ENSG00000136478,,WBGene00018872,FBgn0264305,ENSMUSG00000040548,YPR091C,4
ENSG00000136485,,WBGene00009976,FBgn0266848,ENSMUSG00000049354,YPL247C,4
ENSG00000136490,,,,ENSMUSG00000040699,,1
ENSG00000136492,,WBGene00001049,,ENSMUSG00000034329,,2
ENSG00000136504,,,FBgn0028387,ENSMUSG00000038909,,2
ENSG00000136514,,,,ENSMUSG00000033355,,1
ENSG00000136518,,WBGene00022774,FBgn0025716,ENSMUSG00000027671,YJL081C,4
ENSG00000136521,,WBGene00016118,FBgn0011455,ENSMUSG00000027673,,3
ENSG00000136522,AT1G07830,WBGene00015092,FBgn0014023,ENSMUSG00000037531,YLR439W,5
ENSG00000136527,,WBGene00004705,FBgn0003742,ENSMUSG00000022858,,3
ENSG00000136531,,,FBgn0285944,ENSMUSG00000075318,,2
ENSG00000136535,,WBGene00006547,,ENSMUSG00000035033,,2
ENSG00000136536,,,,ENSMUSG00000026977,,1
ENSG00000136541,,,,ENSMUSG00000026830,,1
